ko	Genes
ko:K15040	Tco_015033
ko:K15041	Tco_015033
ko:K04412	Tco_015036
ko:K20187	Tco_015040
ko:K06691	Tco_015041
ko:K17597	Tco_015042
ko:K02995	Tco_015044
ko:K18443	Tco_015045
ko:K03102	Tco_015046
ko:K13044	Tco_015046
ko:K22378	Tco_015047
ko:K16750	Tco_015048
ko:K12488	Tco_015050
ko:K00820	Tco_015055
ko:K02330	Tco_015056
ko:K01047	Tco_015057
ko:K00253	Tco_015071
ko:K14072	Tco_015080
ko:K00981	Tco_015085
ko:K04802	Tco_015086
ko:K10532	Tco_015092
ko:K19914	Tco_015096
ko:K00940	Tco_015097
ko:K16500	Tco_015100
ko:K14286	Tco_015101
ko:K04382	Tco_015119
ko:K22074	Tco_015119
ko:K14753	Tco_015120
ko:K15084	Tco_015121
ko:K11830	Tco_015123
ko:K11830	Tco_015124
ko:K09624	Tco_015126
ko:K05313	Tco_015127
ko:K01539	Tco_015129
ko:K01539	Tco_015132
ko:K17768	Tco_015133
ko:K06767	Tco_015135
ko:K06767	Tco_015150
ko:K06768	Tco_015150
ko:K06767	Tco_015151
ko:K06767	Tco_015152
ko:K06768	Tco_015152
ko:K14965	Tco_015152
ko:K05455	Tco_015160
ko:K05456	Tco_015160
ko:K16690	Tco_015160
ko:K07521	Tco_015162
ko:K00804	Tco_015166
ko:K05925	Tco_015167
ko:K19867	Tco_015169
ko:K14964	Tco_015170
ko:K07759	Tco_015171
ko:K11308	Tco_015175
ko:K04467	Tco_015176
ko:K07209	Tco_015176
ko:K09624	Tco_015177
ko:K02974	Tco_015178
ko:K08853	Tco_015179
ko:K14007	Tco_015180
ko:K13706	Tco_015182
ko:K20296	Tco_015183
ko:K17095	Tco_015185
ko:K14569	Tco_015187
ko:K04440	Tco_015193
ko:K18756	Tco_015195
ko:K10656	Tco_015197
ko:K14007	Tco_015198
ko:K17199	Tco_015199
ko:K14860	Tco_015200
ko:K22066	Tco_015202
ko:K19626	Tco_015208
ko:K17345	Tco_015210
ko:K00261	Tco_015211
ko:K02863	Tco_015212
ko:K12603	Tco_015213
ko:K20363	Tco_015213
ko:K12603	Tco_015215
ko:K20363	Tco_015215
ko:K00799	Tco_015216
ko:K01110	Tco_015218
ko:K01110	Tco_015219
ko:K04936	Tco_015221
ko:K15445	Tco_015228
ko:K17794	Tco_015230
ko:K00432	Tco_015231
ko:K09213	Tco_015233
ko:K00417	Tco_015237
ko:K19801	Tco_015238
ko:K10295	Tco_015241
ko:K13811	Tco_015242
ko:K04362	Tco_015243
ko:K05093	Tco_015243
ko:K05094	Tco_015243
ko:K04225	Tco_015244
ko:K04225	Tco_015256
ko:K02599	Tco_015259
ko:K16691	Tco_015275
ko:K20229	Tco_015275
ko:K21776	Tco_015277
ko:K12178	Tco_015278
ko:K11306	Tco_015279
ko:K00856	Tco_015280
ko:K04397	Tco_015281
ko:K04489	Tco_015281
ko:K20008	Tco_015281
ko:K02955	Tco_015283
ko:K11251	Tco_015285
ko:K09288	Tco_015286
ko:K04253	Tco_015287
ko:K04255	Tco_015287
ko:K08385	Tco_015287
ko:K19323	Tco_015288
ko:K16726	Tco_015292
ko:K18644	Tco_015293
ko:K22290	Tco_015294
ko:K14387	Tco_015300
ko:K10284	Tco_015301
ko:K15040	Tco_015302
ko:K13298	Tco_015311
ko:K00623	Tco_015314
ko:K14636	Tco_015315
ko:K15361	Tco_015325
ko:K20773	Tco_015326
ko:K11411	Tco_015330
ko:K14007	Tco_015332
ko:K09565	Tco_015334
ko:K18055	Tco_015335
ko:K19867	Tco_015336
ko:K04253	Tco_015337
ko:K04255	Tco_015337
ko:K08385	Tco_015337
ko:K01022	Tco_015339
ko:K20797	Tco_015340
ko:K05496	Tco_015344
ko:K05503	Tco_015347
ko:K14463	Tco_015348
ko:K08673	Tco_015360
ko:K12331	Tco_015366
ko:K08825	Tco_015367
ko:K14563	Tco_015369
ko:K13147	Tco_015370
ko:K08814	Tco_015371
ko:K20793	Tco_015372
ko:K11251	Tco_015373
ko:K01001	Tco_015374
ko:K12165	Tco_015376
ko:K01724	Tco_015379
ko:K18411	Tco_015399
ko:K13431	Tco_015400
ko:K09106	Tco_015401
ko:K14961	Tco_015402
ko:K17418	Tco_015403
ko:K17680	Tco_015404
ko:K15032	Tco_015407
ko:K01697	Tco_015410
ko:K03456	Tco_015411
ko:K00231	Tco_015413
ko:K13101	Tco_015417
ko:K13566	Tco_015417
ko:K03935	Tco_015426
ko:K11518	Tco_015427
ko:K06874	Tco_015428
ko:K09025	Tco_015428
ko:K13443	Tco_015442
ko:K06171	Tco_015443
ko:K16795	Tco_015445
ko:K01324	Tco_015448
ko:K09628	Tco_015448
ko:K16680	Tco_015449
ko:K12614	Tco_015457
ko:K22262	Tco_015458
ko:K13188	Tco_015459
ko:K13288	Tco_015460
ko:K07376	Tco_015462
ko:K01672	Tco_015463
ko:K14286	Tco_015467
ko:K14286	Tco_015468
ko:K10754	Tco_015469
ko:K08801	Tco_015470
ko:K14801	Tco_015471
ko:K07911	Tco_015473
ko:K22074	Tco_015474
ko:K12597	Tco_015475
ko:K01507	Tco_015476
ko:K11726	Tco_015476
ko:K16621	Tco_015483
ko:K21283	Tco_015483
ko:K01873	Tco_015491
ko:K03440	Tco_015492
ko:K04825	Tco_015492
ko:K00164	Tco_015499
ko:K11251	Tco_015501
ko:K10106	Tco_015502
ko:K01897	Tco_015503
ko:K04491	Tco_015504
ko:K04491	Tco_015506
ko:K02915	Tco_015507
ko:K01365	Tco_015510
ko:K07376	Tco_015513
ko:K01858	Tco_015514
ko:K14574	Tco_015515
ko:K07575	Tco_015516
ko:K10532	Tco_015522
ko:K11269	Tco_015523
ko:K17577	Tco_015524
ko:K08824	Tco_015525
ko:K20401	Tco_015528
ko:K12811	Tco_015529
ko:K04515	Tco_015532
ko:K15281	Tco_015534
ko:K09532	Tco_015535
ko:K01369	Tco_015536
ko:K01369	Tco_015537
ko:K12382	Tco_015538
ko:K00940	Tco_015539
ko:K20790	Tco_015539
ko:K16502	Tco_015540
ko:K05126	Tco_015545
ko:K02577	Tco_015557
ko:K11982	Tco_015559
ko:K07414	Tco_015563
ko:K07418	Tco_015563
ko:K07419	Tco_015563
ko:K07422	Tco_015563
ko:K14985	Tco_015563
ko:K06491	Tco_015568
ko:K02678	Tco_015589
ko:K09437	Tco_015590
ko:K09443	Tco_015590
ko:K01539	Tco_015594
ko:K12456	Tco_015597
ko:K22193	Tco_015598
ko:K04521	Tco_015610
ko:K07747	Tco_015610
ko:K02131	Tco_015615
ko:K02324	Tco_015616
ko:K17421	Tco_015617
ko:K09441	Tco_015618
ko:K11849	Tco_015619
ko:K16311	Tco_015620
ko:K17422	Tco_015621
ko:K17725	Tco_015624
ko:K19009	Tco_015625
ko:K18735	Tco_015628
ko:K15712	Tco_015631
ko:K13702	Tco_015632
ko:K13702	Tco_015633
ko:K13702	Tco_015634
ko:K15030	Tco_015635
ko:K01490	Tco_015636
ko:K01490	Tco_015638
ko:K05679	Tco_015639
ko:K18932	Tco_015641
ko:K06058	Tco_015646
ko:K02318	Tco_015648
ko:K21890	Tco_015651
ko:K09075	Tco_015653
ko:K08658	Tco_015655
ko:K03456	Tco_015659
ko:K20029	Tco_015666
ko:K03005	Tco_015669
ko:K17972	Tco_015670
ko:K03521	Tco_015674
ko:K01749	Tco_015675
ko:K20647	Tco_015678
ko:K11671	Tco_015680
ko:K14443	Tco_015682
ko:K20303	Tco_015684
ko:K20295	Tco_015685
ko:K11307	Tco_015690
ko:K00227	Tco_015697
ko:K11804	Tco_015705
ko:K07188	Tco_015707
ko:K07188	Tco_015708
ko:K04707	Tco_015710
ko:K14165	Tco_015711
ko:K20471	Tco_015712
ko:K03249	Tco_015713
ko:K05313	Tco_015714
ko:K14025	Tco_015715
ko:K01191	Tco_015716
ko:K14613	Tco_015717
ko:K17917	Tco_015717
ko:K20840	Tco_015717
ko:K17917	Tco_015718
ko:K20840	Tco_015718
ko:K06754	Tco_015721
ko:K06754	Tco_015723
ko:K13783	Tco_015726
ko:K06170	Tco_015727
ko:K12836	Tco_015728
ko:K18462	Tco_015729
ko:K20359	Tco_015732
ko:K13106	Tco_015733
ko:K19682	Tco_015734
ko:K01672	Tco_015738
ko:K18245	Tco_015738
ko:K18246	Tco_015738
ko:K05768	Tco_015751
ko:K06564	Tco_015751
ko:K10134	Tco_015756
ko:K20225	Tco_015758
ko:K09364	Tco_015760
ko:K06723	Tco_015781
ko:K10057	Tco_015781
ko:K10058	Tco_015781
ko:K10059	Tco_015781
ko:K17514	Tco_015781
ko:K13443	Tco_015786
ko:K14168	Tco_015792
ko:K09085	Tco_015793
ko:K02975	Tco_015801
ko:K10886	Tco_015801
ko:K13337	Tco_015802
ko:K03083	Tco_015804
ko:K00864	Tco_015805
ko:K05692	Tco_015806
ko:K05692	Tco_015807
ko:K00275	Tco_015809
ko:K03016	Tco_015812
ko:K16462	Tco_015813
ko:K02966	Tco_015819
ko:K00237	Tco_015821
ko:K09518	Tco_015821
ko:K06693	Tco_015822
ko:K01301	Tco_015824
ko:K04510	Tco_015828
ko:K14849	Tco_015829
ko:K11833	Tco_015832
ko:K21643	Tco_015833
ko:K09258	Tco_015834
ko:K05313	Tco_015836
ko:K05313	Tco_015837
ko:K03424	Tco_015840
ko:K10803	Tco_015841
ko:K10803	Tco_015842
ko:K14049	Tco_015846
ko:K14049	Tco_015850
ko:K02145	Tco_015851
ko:K02879	Tco_015852
ko:K09486	Tco_015853
ko:K04520	Tco_015854
ko:K03063	Tco_015855
ko:K13238	Tco_015856
ko:K00784	Tco_015857
ko:K19638	Tco_015858
ko:K08798	Tco_015859
ko:K16311	Tco_015859
ko:K19009	Tco_015859
ko:K03012	Tco_015860
ko:K11314	Tco_015860
ko:K18084	Tco_015861
ko:K16572	Tco_015864
ko:K14569	Tco_015868
ko:K14005	Tco_015869
ko:K15076	Tco_015870
ko:K14353	Tco_015871
ko:K11593	Tco_015872
ko:K09866	Tco_015873
ko:K12350	Tco_015874
ko:K15410	Tco_015876
ko:K09215	Tco_015880
ko:K09215	Tco_015881
ko:K09215	Tco_015882
ko:K06889	Tco_015884
ko:K01253	Tco_015885
ko:K05361	Tco_015885
ko:K10719	Tco_015885
ko:K11255	Tco_015886
ko:K10615	Tco_015890
ko:K00485	Tco_015891
ko:K22076	Tco_015893
ko:K00019	Tco_015896
ko:K18171	Tco_015897
ko:K03030	Tco_015898
ko:K04705	Tco_015899
ko:K22145	Tco_015900
ko:K04714	Tco_015901
ko:K14010	Tco_015904
ko:K17797	Tco_015912
ko:K01634	Tco_015913
ko:K13095	Tco_015914
ko:K09584	Tco_015915
ko:K13146	Tco_015916
ko:K09273	Tco_015917
ko:K20102	Tco_015918
ko:K15734	Tco_015920
ko:K02937	Tco_015921
ko:K10105	Tco_015922
ko:K10105	Tco_015923
ko:K01425	Tco_015926
ko:K00232	Tco_015927
ko:K12898	Tco_015929
ko:K06685	Tco_015930
ko:K12872	Tco_015931
ko:K17353	Tco_015932
ko:K06700	Tco_015939
ko:K18041	Tco_015940
ko:K07151	Tco_015944
ko:K20097	Tco_015945
ko:K08967	Tco_015948
ko:K08967	Tco_015949
ko:K02370	Tco_015950
ko:K16186	Tco_015951
ko:K10596	Tco_015952
ko:K06580	Tco_015953
ko:K06580	Tco_015954
ko:K06580	Tco_015955
ko:K06580	Tco_015956
ko:K08465	Tco_015957
ko:K08466	Tco_015957
ko:K04824	Tco_015964
ko:K00236	Tco_015965
ko:K01257	Tco_015967
ko:K09604	Tco_015967
ko:K11141	Tco_015967
ko:K13723	Tco_015967
ko:K09444	Tco_015971
ko:K10153	Tco_015971
ko:K00915	Tco_015972
ko:K00915	Tco_015974
ko:K07427	Tco_015975
ko:K15001	Tco_015975
ko:K17953	Tco_015975
ko:K07427	Tco_015976
ko:K15001	Tco_015976
ko:K07427	Tco_015977
ko:K15001	Tco_015977
ko:K11373	Tco_015979
ko:K12613	Tco_015980
ko:K20163	Tco_015981
ko:K09370	Tco_015988
ko:K18492	Tco_015988
ko:K14032	Tco_015991
ko:K14032	Tco_015992
ko:K16353	Tco_015994
ko:K16353	Tco_015995
ko:K00665	Tco_016003
ko:K04887	Tco_016011
ko:K09199	Tco_016012
ko:K09199	Tco_016013
ko:K14318	Tco_016015
ko:K18592	Tco_016016
ko:K18592	Tco_016017
ko:K10301	Tco_016018
ko:K18628	Tco_016019
ko:K05637	Tco_016078
ko:K04678	Tco_016080
ko:K10408	Tco_016081
ko:K04678	Tco_016083
ko:K04678	Tco_016084
ko:K10408	Tco_016085
ko:K01768	Tco_016097
ko:K08043	Tco_016097
ko:K00121	Tco_016099
ko:K00121	Tco_016102
ko:K17408	Tco_016103
ko:K08098	Tco_016104
ko:K17408	Tco_016105
ko:K08098	Tco_016106
ko:K19677	Tco_016107
ko:K17408	Tco_016108
ko:K17916	Tco_016112
ko:K18283	Tco_016114
ko:K19202	Tco_016115
ko:K01316	Tco_016116
ko:K09614	Tco_016116
ko:K03102	Tco_016167
ko:K15407	Tco_016204
ko:K04858	Tco_016216
ko:K11338	Tco_016220
ko:K12046	Tco_016222
ko:K14410	Tco_016225
ko:K00326	Tco_016226
ko:K00326	Tco_016229
ko:K14688	Tco_016246
ko:K02960	Tco_016249
ko:K00894	Tco_016250
ko:K00522	Tco_016251
ko:K20828	Tco_016267
ko:K08707	Tco_016272
ko:K13151	Tco_016272
ko:K05038	Tco_016274
ko:K17310	Tco_016277
ko:K05313	Tco_016278
ko:K05313	Tco_016282
ko:K10394	Tco_016295
ko:K10516	Tco_016297
ko:K07588	Tco_016300
ko:K00541	Tco_016301
ko:K00562	Tco_016301
ko:K12348	Tco_016304
ko:K05292	Tco_016306
ko:K15168	Tco_016306
ko:K13356	Tco_016308
ko:K03847	Tco_016314
ko:K01201	Tco_016317
ko:K01201	Tco_016320
ko:K07418	Tco_016328
ko:K09855	Tco_016329
ko:K16931	Tco_016345
ko:K22291	Tco_016345
ko:K20632	Tco_016352
ko:K20724	Tco_016354
ko:K11971	Tco_016356
ko:K11971	Tco_016357
ko:K13133	Tco_016359
ko:K15363	Tco_016366
ko:K20093	Tco_016368
ko:K11352	Tco_016378
ko:K18160	Tco_016378
ko:K16803	Tco_016383
ko:K19983	Tco_016385
ko:K06537	Tco_016395
ko:K00472	Tco_016403
ko:K03004	Tco_016416
ko:K10516	Tco_016437
ko:K11434	Tco_016459
ko:K03695	Tco_016461
ko:K00753	Tco_016462
ko:K14464	Tco_016462
ko:K14464	Tco_016467
ko:K00753	Tco_016468
ko:K07632	Tco_016468
ko:K14464	Tco_016468
ko:K00716	Tco_016469
ko:K00753	Tco_016469
ko:K03663	Tco_016469
ko:K07633	Tco_016469
ko:K07634	Tco_016469
ko:K14464	Tco_016469
ko:K00753	Tco_016470
ko:K07632	Tco_016470
ko:K14464	Tco_016470
ko:K03175	Tco_016477
ko:K19931	Tco_016478
ko:K02296	Tco_016481
ko:K05863	Tco_016482
ko:K10723	Tco_016486
ko:K09377	Tco_016490
ko:K20371	Tco_016495
ko:K00923	Tco_016496
ko:K11375	Tco_016497
ko:K16271	Tco_016498
ko:K19041	Tco_016498
ko:K01769	Tco_016513
ko:K10442	Tco_016516
ko:K10443	Tco_016516
ko:K20285	Tco_016516
ko:K21912	Tco_016516
ko:K09849	Tco_016517
ko:K01769	Tco_016522
ko:K01769	Tco_016523
ko:K01886	Tco_016533
ko:K09647	Tco_016534
ko:K07277	Tco_016540
ko:K10321	Tco_016542
ko:K18168	Tco_016557
ko:K00472	Tco_016567
ko:K07942	Tco_016574
ko:K13335	Tco_016577
ko:K09668	Tco_016579
ko:K09668	Tco_016580
ko:K08825	Tco_016586
ko:K08883	Tco_016586
ko:K01379	Tco_016587
ko:K01379	Tco_016588
ko:K10610	Tco_016589
ko:K03211	Tco_016592
ko:K03111	Tco_016593
ko:K19985	Tco_016662
ko:K19403	Tco_016669
ko:K09595	Tco_016672
ko:K20178	Tco_016673
ko:K20178	Tco_016675
ko:K14792	Tco_016677
ko:K16288	Tco_016697
ko:K08145	Tco_016702
ko:K01988	Tco_016704
ko:K19904	Tco_016706
ko:K20674	Tco_016706
ko:K19904	Tco_016708
ko:K20674	Tco_016708
ko:K00505	Tco_016718
ko:K00505	Tco_016720
ko:K00505	Tco_016721
ko:K00505	Tco_016722
ko:K00699	Tco_016741
ko:K01197	Tco_016745
ko:K18410	Tco_016748
ko:K04605	Tco_016768
ko:K04605	Tco_016770
ko:K04608	Tco_016776
ko:K04608	Tco_016784
ko:K04608	Tco_016786
ko:K03963	Tco_016798
ko:K09091	Tco_016798
ko:K03963	Tco_016800
ko:K09091	Tco_016800
ko:K08857	Tco_016806
ko:K20877	Tco_016806
ko:K05099	Tco_016827
ko:K06820	Tco_016836
ko:K06821	Tco_016836
ko:K00139	Tco_016852
ko:K07977	Tco_016862
ko:K01303	Tco_016863
ko:K04578	Tco_016870
ko:K04578	Tco_016871
ko:K12481	Tco_016873
ko:K17404	Tco_016874
ko:K21343	Tco_016885
ko:K06176	Tco_016886
ko:K08831	Tco_016889
ko:K08832	Tco_016889
ko:K15409	Tco_016889
ko:K17563	Tco_016890
ko:K14561	Tco_016891
ko:K14529	Tco_016892
ko:K11290	Tco_016898
ko:K12383	Tco_016903
ko:K08766	Tco_016920
ko:K12870	Tco_016922
ko:K04362	Tco_016924
ko:K05126	Tco_016924
ko:K12378	Tco_016924
ko:K00275	Tco_016928
ko:K05755	Tco_016928
ko:K15340	Tco_016933
ko:K15341	Tco_016933
ko:K04715	Tco_016934
ko:K17920	Tco_016936
ko:K14009	Tco_016937
ko:K00699	Tco_016938
ko:K15157	Tco_016943
ko:K03355	Tco_016945
ko:K01265	Tco_016946
ko:K12478	Tco_016947
ko:K04892	Tco_016951
ko:K04892	Tco_016954
ko:K15272	Tco_016961
ko:K00615	Tco_016976
ko:K01205	Tco_016977
ko:K15111	Tco_016982
ko:K15109	Tco_016983
ko:K15109	Tco_016984
ko:K00011	Tco_016985
ko:K17782	Tco_016987
ko:K13949	Tco_016991
ko:K13949	Tco_016993
ko:K05038	Tco_016998
ko:K05038	Tco_016999
ko:K05038	Tco_017001
ko:K01074	Tco_017002
ko:K11471	Tco_017005
ko:K14805	Tco_017014
ko:K08147	Tco_017015
ko:K08149	Tco_017015
ko:K14792	Tco_017016
ko:K18194	Tco_017021
ko:K00635	Tco_017033
ko:K14454	Tco_017049
ko:K00635	Tco_017056
ko:K11099	Tco_017058
ko:K15601	Tco_017059
ko:K15601	Tco_017063
ko:K15601	Tco_017068
ko:K17338	Tco_017069
ko:K17547	Tco_017070
ko:K01255	Tco_017087
ko:K09114	Tco_017098
ko:K14564	Tco_017101
ko:K08425	Tco_017102
ko:K19676	Tco_017103
ko:K19676	Tco_017107
ko:K02871	Tco_017109
ko:K08798	Tco_017109
ko:K00993	Tco_017112
ko:K13302	Tco_017115
ko:K13304	Tco_017115
ko:K17339	Tco_017116
ko:K17339	Tco_017117
ko:K17339	Tco_017118
ko:K17339	Tco_017124
ko:K17339	Tco_017126
ko:K17339	Tco_017127
ko:K17339	Tco_017128
ko:K17339	Tco_017129
ko:K17339	Tco_017131
ko:K17339	Tco_017132
ko:K17339	Tco_017134
ko:K17339	Tco_017135
ko:K19681	Tco_017136
ko:K19878	Tco_017138
ko:K10280	Tco_017148
ko:K00444	Tco_017149
ko:K00572	Tco_017151
ko:K19323	Tco_017153
ko:K01558	Tco_017166
ko:K19932	Tco_017169
ko:K19695	Tco_017170
ko:K17259	Tco_017172
ko:K19695	Tco_017181
ko:K14298	Tco_017182
ko:K05725	Tco_017184
ko:K17686	Tco_017186
ko:K16740	Tco_017187
ko:K01007	Tco_017190
ko:K01007	Tco_017191
ko:K01007	Tco_017192
ko:K01007	Tco_017193
ko:K03174	Tco_017195
ko:K09086	Tco_017197
ko:K14788	Tco_017204
ko:K17095	Tco_017205
ko:K18423	Tco_017213
ko:K07515	Tco_017217
ko:K07515	Tco_017218
ko:K07509	Tco_017220
ko:K18438	Tco_017234
ko:K03145	Tco_017242
ko:K03145	Tco_017243
ko:K14773	Tco_017246
ko:K11493	Tco_017247
ko:K02951	Tco_017248
ko:K13157	Tco_017250
ko:K03120	Tco_017251
ko:K21842	Tco_017252
ko:K09275	Tco_017254
ko:K16449	Tco_017259
ko:K04381	Tco_017261
ko:K11540	Tco_017262
ko:K14950	Tco_017264
ko:K03247	Tco_017265
ko:K10345	Tco_017266
ko:K09176	Tco_017272
ko:K09180	Tco_017272
ko:K18629	Tco_017274
ko:K19511	Tco_017275
ko:K17362	Tco_017276
ko:K17362	Tco_017277
ko:K13293	Tco_017278
ko:K18436	Tco_017278
ko:K10798	Tco_017282
ko:K21625	Tco_017283
ko:K10798	Tco_017287
ko:K01900	Tco_017288
ko:K10798	Tco_017292
ko:K01900	Tco_017296
ko:K18426	Tco_017301
ko:K00344	Tco_017309
ko:K09256	Tco_017310
ko:K05635	Tco_017312
ko:K01412	Tco_017315
ko:K09371	Tco_017317
ko:K12398	Tco_017318
ko:K01432	Tco_017320
ko:K03679	Tco_017322
ko:K11987	Tco_017325
ko:K16342	Tco_017328
ko:K16342	Tco_017329
ko:K14590	Tco_017330
ko:K02513	Tco_017331
ko:K04615	Tco_017336
ko:K04615	Tco_017337
ko:K06835	Tco_017338
ko:K16731	Tco_017339
ko:K16731	Tco_017340
ko:K04571	Tco_017344
ko:K02973	Tco_017346
ko:K03662	Tco_017347
ko:K10408	Tco_017348
ko:K10408	Tco_017349
ko:K10408	Tco_017350
ko:K08065	Tco_017353
ko:K11433	Tco_017354
ko:K13444	Tco_017355
ko:K16855	Tco_017356
ko:K04365	Tco_017357
ko:K10099	Tco_017361
ko:K10100	Tco_017361
ko:K06130	Tco_017362
ko:K01164	Tco_017363
ko:K15266	Tco_017364
ko:K15789	Tco_017365
ko:K02685	Tco_017366
ko:K14617	Tco_017367
ko:K09022	Tco_017372
ko:K09072	Tco_017376
ko:K19603	Tco_017378
ko:K06240	Tco_017380
ko:K01784	Tco_017381
ko:K20683	Tco_017383
ko:K15122	Tco_017387
ko:K01137	Tco_017390
ko:K01900	Tco_017392
ko:K21625	Tco_017393
ko:K13783	Tco_017394
ko:K10798	Tco_017395
ko:K03676	Tco_017398
ko:K12818	Tco_017399
ko:K22182	Tco_017400
ko:K09455	Tco_017401
ko:K08015	Tco_017403
ko:K09850	Tco_017403
ko:K14443	Tco_017406
ko:K10572	Tco_017407
ko:K10572	Tco_017408
ko:K19904	Tco_017411
ko:K20674	Tco_017411
ko:K02540	Tco_017413
ko:K19904	Tco_017414
ko:K20674	Tco_017414
ko:K12818	Tco_017415
ko:K02540	Tco_017417
ko:K01873	Tco_017418
ko:K04946	Tco_017419
ko:K04946	Tco_017422
ko:K14299	Tco_017423
ko:K16725	Tco_017423
ko:K14299	Tco_017424
ko:K16725	Tco_017424
ko:K14299	Tco_017425
ko:K16725	Tco_017425
ko:K01873	Tco_017426
ko:K03871	Tco_017428
ko:K13210	Tco_017429
ko:K11248	Tco_017431
ko:K12026	Tco_017432
ko:K13126	Tco_017432
ko:K02599	Tco_017433
ko:K14560	Tco_017434
ko:K08517	Tco_017435
ko:K20353	Tco_017436
ko:K22037	Tco_017443
ko:K22037	Tco_017449
ko:K22037	Tco_017450
ko:K22037	Tco_017455
ko:K22037	Tco_017465
ko:K22499	Tco_017482
ko:K01158	Tco_017492
ko:K01158	Tco_017493
ko:K01158	Tco_017496
ko:K01158	Tco_017497
ko:K01158	Tco_017498
ko:K04837	Tco_017499
ko:K04834	Tco_017500
ko:K04841	Tco_017500
ko:K04946	Tco_017501
ko:K10691	Tco_017502
ko:K20284	Tco_017508
ko:K07374	Tco_017509
ko:K02964	Tco_017510
ko:K13949	Tco_017511
ko:K03859	Tco_017513
ko:K09223	Tco_017515
ko:K13915	Tco_017516
ko:K01185	Tco_017517
ko:K13915	Tco_017517
ko:K13915	Tco_017518
ko:K13915	Tco_017520
ko:K09223	Tco_017521
ko:K01876	Tco_017523
ko:K17387	Tco_017523
ko:K10442	Tco_017526
ko:K13370	Tco_017527
ko:K04209	Tco_017528
ko:K03648	Tco_017529
ko:K18703	Tco_017530
ko:K10263	Tco_017531
ko:K18586	Tco_017532
ko:K17633	Tco_017533
ko:K02308	Tco_017534
ko:K07520	Tco_017539
ko:K06111	Tco_017541
ko:K15179	Tco_017542
ko:K05691	Tco_017543
ko:K03029	Tco_017544
ko:K00030	Tco_017545
ko:K10735	Tco_017547
ko:K07189	Tco_017549
ko:K21554	Tco_017554
ko:K01408	Tco_017556
ko:K10660	Tco_017557
ko:K02602	Tco_017558
ko:K02602	Tco_017560
ko:K03539	Tco_017561
ko:K03010	Tco_017564
ko:K18693	Tco_017565
ko:K09103	Tco_017568
ko:K09103	Tco_017571
ko:K20640	Tco_017572
ko:K10895	Tco_017575
ko:K10293	Tco_017577
ko:K12959	Tco_017578
ko:K09666	Tco_017580
ko:K15633	Tco_017583
ko:K11810	Tco_017584
ko:K11810	Tco_017585
ko:K19904	Tco_017589
ko:K20674	Tco_017589
ko:K14410	Tco_017591
ko:K14410	Tco_017592
ko:K07868	Tco_017596
ko:K00162	Tco_017598
ko:K15102	Tco_017599
ko:K10772	Tco_017600
ko:K04608	Tco_017604
ko:K14806	Tco_017605
ko:K09360	Tco_017606
ko:K09360	Tco_017609
ko:K14409	Tco_017616
ko:K09185	Tco_017617
ko:K05754	Tco_017624
ko:K02918	Tco_017625
ko:K16219	Tco_017626
ko:K09142	Tco_017627
ko:K01173	Tco_017628
ko:K17635	Tco_017629
ko:K00477	Tco_017630
ko:K18741	Tco_017630
ko:K02838	Tco_017632
ko:K17341	Tco_017635
ko:K12599	Tco_017636
ko:K20298	Tco_017637
ko:K12657	Tco_017640
ko:K12838	Tco_017641
ko:K19676	Tco_017642
ko:K06835	Tco_017644
ko:K11129	Tco_017645
ko:K10402	Tco_017646
ko:K18460	Tco_017647
ko:K08024	Tco_017648
ko:K06229	Tco_017650
ko:K12259	Tco_017654
ko:K16302	Tco_017655
ko:K04209	Tco_017657
ko:K15680	Tco_017658
ko:K10743	Tco_017662
ko:K13506	Tco_017663
ko:K09349	Tco_017666
ko:K02129	Tco_017667
ko:K09309	Tco_017670
ko:K11802	Tco_017677
ko:K01807	Tco_017684
ko:K13280	Tco_017688
ko:K13280	Tco_017693
ko:K04239	Tco_017697
ko:K02971	Tco_017712
ko:K17254	Tco_017714
ko:K18405	Tco_017719
ko:K20309	Tco_017723
ko:K01784	Tco_017725
ko:K04837	Tco_017728
ko:K00857	Tco_017729
ko:K01930	Tco_017731
ko:K01930	Tco_017733
ko:K03352	Tco_017734
ko:K00541	Tco_017747
ko:K00562	Tco_017747
ko:K00541	Tco_017749
ko:K00562	Tco_017749
ko:K00541	Tco_017750
ko:K00562	Tco_017750
ko:K00541	Tco_017751
ko:K00541	Tco_017753
ko:K00541	Tco_017755
ko:K01590	Tco_017757
ko:K01593	Tco_017757
ko:K20121	Tco_017758
ko:K06692	Tco_017760
ko:K00816	Tco_017761
ko:K00816	Tco_017762
ko:K02211	Tco_017764
ko:K02211	Tco_017765
ko:K08705	Tco_017766
ko:K00876	Tco_017770
ko:K14616	Tco_017771
ko:K04431	Tco_017772
ko:K14684	Tco_017775
ko:K20358	Tco_017776
ko:K12812	Tco_017778
ko:K12021	Tco_017779
ko:K18166	Tco_017780
ko:K21891	Tco_017781
ko:K10732	Tco_017782
ko:K11485	Tco_017783
ko:K11485	Tco_017784
ko:K11486	Tco_017784
ko:K11485	Tco_017785
ko:K05610	Tco_017787
ko:K05309	Tco_017791
ko:K12813	Tco_017792
ko:K21988	Tco_017793
ko:K06071	Tco_017795
ko:K06071	Tco_017796
ko:K01873	Tco_017797
ko:K11703	Tco_017798
ko:K04266	Tco_017800
