KOG	Genes
Z	Tco_008168
A	Tco_008169
S	Tco_008170
O	Tco_008171
G	Tco_008172
S	Tco_008173
P	Tco_008174
S	Tco_008175
S	Tco_008176
C	Tco_008178
A	Tco_008179
S	Tco_008180
TZ	Tco_008183
S	Tco_008185
T	Tco_008186
T	Tco_008187
O	Tco_008188
P	Tco_008189
O	Tco_008190
O	Tco_008191
U	Tco_008192
V	Tco_008194
P	Tco_008195
O	Tco_008196
PT	Tco_008197
S	Tco_008198
G	Tco_008199
S	Tco_008200
G	Tco_008201
S	Tco_008202
K	Tco_008203
A	Tco_008204
I	Tco_008205
A	Tco_008206
S	Tco_008207
T	Tco_008208
T	Tco_008209
P	Tco_008210
S	Tco_008211
G	Tco_008212
T	Tco_008213
A	Tco_008214
S	Tco_008214
S	Tco_008215
KT	Tco_008216
S	Tco_008217
D	Tco_008218
E	Tco_008219
E	Tco_008220
S	Tco_008223
T	Tco_008224
S	Tco_008225
T	Tco_008226
A	Tco_008229
S	Tco_008231
TU	Tco_008232
A	Tco_008233
T	Tco_008234
S	Tco_008235
O	Tco_008236
E	Tco_008237
O	Tco_008238
P	Tco_008239
I	Tco_008240
I	Tco_008241
T	Tco_008242
S	Tco_008244
K	Tco_008245
C	Tco_008246
P	Tco_008251
T	Tco_008253
O	Tco_008254
P	Tco_008255
O	Tco_008256
L	Tco_008257
S	Tco_008258
U	Tco_008259
U	Tco_008261
K	Tco_008262
Z	Tco_008263
T	Tco_008264
Z	Tco_008265
S	Tco_008266
E	Tco_008267
S	Tco_008268
A	Tco_008269
G	Tco_008270
Z	Tco_008272
C	Tco_008273
A	Tco_008274
S	Tco_008277
G	Tco_008278
OT	Tco_008279
S	Tco_008280
I	Tco_008281
Z	Tco_008283
J	Tco_008284
KL	Tco_008285
K	Tco_008286
C	Tco_008287
I	Tco_008289
I	Tco_008290
I	Tco_008291
S	Tco_008292
U	Tco_008295
S	Tco_008297
T	Tco_008299
T	Tco_008300
T	Tco_008301
W	Tco_008302
P	Tco_008303
DL	Tco_008304
S	Tco_008305
P	Tco_008307
S	Tco_008308
E	Tco_008309
S	Tco_008310
S	Tco_008311
S	Tco_008313
L	Tco_008314
T	Tco_008315
S	Tco_008316
Z	Tco_008317
O	Tco_008318
K	Tco_008320
P	Tco_008321
O	Tco_008322
O	Tco_008328
G	Tco_008330
O	Tco_008335
K	Tco_008336
MO	Tco_008337
S	Tco_008338
S	Tco_008339
Z	Tco_008340
G	Tco_008341
DKLT	Tco_008342
O	Tco_008343
B	Tco_008344
G	Tco_008345
S	Tco_008346
O	Tco_008347
O	Tco_008349
S	Tco_008350
J	Tco_008352
K	Tco_008354
C	Tco_008355
O	Tco_008356
E	Tco_008357
O	Tco_008358
U	Tco_008359
U	Tco_008360
J	Tco_008361
S	Tco_008362
O	Tco_008363
J	Tco_008364
J	Tco_008365
C	Tco_008366
D	Tco_008367
S	Tco_008368
BK	Tco_008369
O	Tco_008370
U	Tco_008371
U	Tco_008372
U	Tco_008373
U	Tco_008374
U	Tco_008375
Q	Tco_008376
O	Tco_008377
U	Tco_008378
A	Tco_008379
K	Tco_008380
L	Tco_008382
BK	Tco_008383
O	Tco_008384
K	Tco_008385
K	Tco_008386
S	Tco_008387
T	Tco_008388
P	Tco_008390
E	Tco_008391
T	Tco_008393
S	Tco_008394
DO	Tco_008395
DUZ	Tco_008396
P	Tco_008397
S	Tco_008398
K	Tco_008399
DZ	Tco_008400
IQ	Tco_008401
A	Tco_008402
S	Tco_008403
S	Tco_008404
S	Tco_008405
S	Tco_008406
T	Tco_008408
T	Tco_008409
E	Tco_008410
S	Tco_008411
O	Tco_008412
Q	Tco_008413
S	Tco_008414
K	Tco_008416
S	Tco_008417
O	Tco_008418
K	Tco_008419
S	Tco_008421
T	Tco_008423
U	Tco_008424
S	Tco_008425
T	Tco_008427
U	Tco_008428
G	Tco_008429
L	Tco_008430
P	Tco_008431
C	Tco_008432
S	Tco_008433
S	Tco_008434
BK	Tco_008435
C	Tco_008436
P	Tco_008439
S	Tco_008440
O	Tco_008441
T	Tco_008442
J	Tco_008443
U	Tco_008444
O	Tco_008445
S	Tco_008446
O	Tco_008447
P	Tco_008448
O	Tco_008449
A	Tco_008450
L	Tco_008461
E	Tco_008462
L	Tco_008483
L	Tco_008484
I	Tco_008488
G	Tco_008490
L	Tco_008493
C	Tco_008504
O	Tco_008514
S	Tco_008515
S	Tco_008516
O	Tco_008518
L	Tco_008519
T	Tco_008525
I	Tco_008527
S	Tco_008529
W	Tco_008538
I	Tco_008540
B	Tco_008547
K	Tco_008555
I	Tco_008556
S	Tco_008557
TU	Tco_008558
K	Tco_008565
K	Tco_008567
O	Tco_008572
O	Tco_008573
L	Tco_008574
S	Tco_008576
A	Tco_008577
K	Tco_008580
I	Tco_008581
J	Tco_008582
O	Tco_008583
S	Tco_008584
J	Tco_008585
S	Tco_008586
U	Tco_008587
W	Tco_008590
U	Tco_008591
L	Tco_008592
P	Tco_008595
D	Tco_008598
A	Tco_008599
S	Tco_008600
O	Tco_008605
S	Tco_008609
P	Tco_008611
S	Tco_008617
T	Tco_008618
T	Tco_008622
K	Tco_008631
K	Tco_008637
U	Tco_008651
L	Tco_008653
K	Tco_008656
K	Tco_008661
M	Tco_008663
K	Tco_008666
T	Tco_008667
K	Tco_008669
S	Tco_008670
O	Tco_008673
S	Tco_008675
S	Tco_008678
P	Tco_008679
Q	Tco_008680
H	Tco_008681
O	Tco_008682
K	Tco_008683
S	Tco_008684
L	Tco_008685
S	Tco_008686
K	Tco_008687
T	Tco_008689
K	Tco_008690
U	Tco_008691
D	Tco_008692
U	Tco_008695
K	Tco_008700
S	Tco_008701
S	Tco_008707
K	Tco_008716
S	Tco_008717
S	Tco_008720
K	Tco_008724
K	Tco_008726
C	Tco_008728
T	Tco_008730
S	Tco_008731
T	Tco_008732
T	Tco_008735
C	Tco_008736
K	Tco_008739
O	Tco_008743
S	Tco_008744
O	Tco_008748
S	Tco_008749
Z	Tco_008753
O	Tco_008754
A	Tco_008755
Z	Tco_008756
Z	Tco_008757
H	Tco_008758
U	Tco_008759
A	Tco_008760
D	Tco_008761
U	Tco_008762
T	Tco_008764
T	Tco_008766
P	Tco_008767
O	Tco_008769
O	Tco_008773
Z	Tco_008775
K	Tco_008776
K	Tco_008777
S	Tco_008778
S	Tco_008779
S	Tco_008780
S	Tco_008782
M	Tco_008783
M	Tco_008784
S	Tco_008785
S	Tco_008786
K	Tco_008787
K	Tco_008788
K	Tco_008789
O	Tco_008791
S	Tco_008793
S	Tco_008800
S	Tco_008806
D	Tco_008807
Z	Tco_008815
Z	Tco_008816
S	Tco_008819
S	Tco_008823
J	Tco_008824
S	Tco_008825
O	Tco_008826
H	Tco_008827
H	Tco_008828
L	Tco_008830
O	Tco_008831
D	Tco_008832
Q	Tco_008833
UY	Tco_008834
S	Tco_008841
S	Tco_008847
I	Tco_008852
S	Tco_008855
S	Tco_008856
S	Tco_008857
S	Tco_008858
Z	Tco_008859
T	Tco_008860
I	Tco_008874
A	Tco_008875
E	Tco_008877
G	Tco_008880
P	Tco_008881
T	Tco_008882
T	Tco_008886
T	Tco_008887
K	Tco_008890
KT	Tco_008890
F	Tco_008891
T	Tco_008892
T	Tco_008899
C	Tco_008900
G	Tco_008905
L	Tco_008906
OP	Tco_008907
S	Tco_008908
S	Tco_008909
S	Tco_008910
A	Tco_008911
S	Tco_008912
L	Tco_008913
O	Tco_008914
O	Tco_008915
S	Tco_008916
S	Tco_008918
S	Tco_008921
S	Tco_008923
V	Tco_008932
S	Tco_008960
F	Tco_008961
S	Tco_008962
S	Tco_008963
S	Tco_008966
C	Tco_008968
BK	Tco_008969
O	Tco_008970
O	Tco_008984
Q	Tco_008985
Q	Tco_008986
Q	Tco_008987
Q	Tco_008988
Q	Tco_008989
Q	Tco_008990
Q	Tco_008991
Q	Tco_008992
Q	Tco_008993
Q	Tco_008994
Q	Tco_008995
Q	Tco_008996
Q	Tco_008997
Q	Tco_008998
Q	Tco_008999
Q	Tco_009000
Q	Tco_009001
Q	Tco_009002
Q	Tco_009003
Q	Tco_009004
Q	Tco_009005
Q	Tco_009006
Q	Tco_009007
Q	Tco_009008
S	Tco_009009
O	Tco_009010
A	Tco_009020
S	Tco_009021
Q	Tco_009022
O	Tco_009024
S	Tco_009026
H	Tco_009027
I	Tco_009028
U	Tco_009029
O	Tco_009031
G	Tco_009032
U	Tco_009033
G	Tco_009034
T	Tco_009035
F	Tco_009036
Q	Tco_009037
O	Tco_009038
S	Tco_009040
I	Tco_009041
S	Tco_009043
A	Tco_009047
S	Tco_009055
W	Tco_009057
W	Tco_009065
S	Tco_009073
BK	Tco_009074
TU	Tco_009075
S	Tco_009082
I	Tco_009083
T	Tco_009085
T	Tco_009086
T	Tco_009087
S	Tco_009087
S	Tco_009088
S	Tco_009089
S	Tco_009090
S	Tco_009092
T	Tco_009094
S	Tco_009105
S	Tco_009106
T	Tco_009109
S	Tco_009111
S	Tco_009113
T	Tco_009114
S	Tco_009116
T	Tco_009117
S	Tco_009117
S	Tco_009119
T	Tco_009120
S	Tco_009121
S	Tco_009122
S	Tco_009123
S	Tco_009128
S	Tco_009129
S	Tco_009142
K	Tco_009144
T	Tco_009145
CH	Tco_009148
S	Tco_009149
UY	Tco_009152
Q	Tco_009153
E	Tco_009154
S	Tco_009155
K	Tco_009156
K	Tco_009159
K	Tco_009162
S	Tco_009164
I	Tco_009165
KLO	Tco_009167
Z	Tco_009171
H	Tco_009173
S	Tco_009174
O	Tco_009175
S	Tco_009176
S	Tco_009179
O	Tco_009180
T	Tco_009181
T	Tco_009183
K	Tco_009184
Q	Tco_009186
O	Tco_009187
Z	Tco_009188
J	Tco_009189
U	Tco_009190
M	Tco_009191
M	Tco_009192
T	Tco_009194
S	Tco_009195
V	Tco_009196
G	Tco_009197
S	Tco_009198
S	Tco_009199
H	Tco_009200
O	Tco_009201
HMU	Tco_009202
K	Tco_009205
O	Tco_009215
Z	Tco_009216
G	Tco_009218
L	Tco_009222
M	Tco_009223
M	Tco_009224
M	Tco_009225
M	Tco_009226
M	Tco_009227
O	Tco_009228
T	Tco_009229
S	Tco_009230
J	Tco_009231
A	Tco_009233
K	Tco_009234
Z	Tco_009236
S	Tco_009237
S	Tco_009241
S	Tco_009243
S	Tco_009244
G	Tco_009245
W	Tco_009246
VW	Tco_009247
E	Tco_009249
J	Tco_009250
S	Tco_009251
S	Tco_009252
O	Tco_009253
S	Tco_009254
Q	Tco_009255
U	Tco_009256
S	Tco_009257
S	Tco_009258
O	Tco_009259
K	Tco_009260
L	Tco_009264
T	Tco_009265
T	Tco_009266
T	Tco_009276
J	Tco_009277
S	Tco_009278
A	Tco_009279
O	Tco_009280
H	Tco_009281
T	Tco_009282
S	Tco_009283
O	Tco_009284
T	Tco_009285
U	Tco_009286
O	Tco_009290
S	Tco_009291
K	Tco_009292
TU	Tco_009293
G	Tco_009294
OT	Tco_009295
O	Tco_009297
F	Tco_009298
Z	Tco_009299
J	Tco_009300
T	Tco_009301
PT	Tco_009302
TZ	Tco_009304
T	Tco_009305
Z	Tco_009307
A	Tco_009308
G	Tco_009309
O	Tco_009310
S	Tco_009311
D	Tco_009312
T	Tco_009314
K	Tco_009315
K	Tco_009316
O	Tco_009323
K	Tco_009324
S	Tco_009325
O	Tco_009326
W	Tco_009327
T	Tco_009329
S	Tco_009330
T	Tco_009331
S	Tco_009332
OTU	Tco_009333
S	Tco_009334
T	Tco_009335
S	Tco_009336
L	Tco_009337
T	Tco_009338
S	Tco_009341
C	Tco_009342
S	Tco_009344
S	Tco_009345
G	Tco_009346
S	Tco_009347
S	Tco_009348
Q	Tco_009349
Q	Tco_009350
K	Tco_009351
O	Tco_009352
O	Tco_009353
A	Tco_009354
S	Tco_009355
T	Tco_009360
K	Tco_009361
Z	Tco_009362
G	Tco_009363
G	Tco_009364
S	Tco_009365
D	Tco_009366
K	Tco_009367
Z	Tco_009368
S	Tco_009370
G	Tco_009371
S	Tco_009372
S	Tco_009373
Z	Tco_009374
G	Tco_009375
T	Tco_009376
U	Tco_009377
T	Tco_009378
Z	Tco_009379
J	Tco_009380
S	Tco_009381
S	Tco_009382
J	Tco_009383
O	Tco_009384
S	Tco_009386
A	Tco_009387
A	Tco_009388
A	Tco_009390
AB	Tco_009391
K	Tco_009392
S	Tco_009393
S	Tco_009394
O	Tco_009395
O	Tco_009396
O	Tco_009397
L	Tco_009398
T	Tco_009399
J	Tco_009400
T	Tco_009401
C	Tco_009402
T	Tco_009403
T	Tco_009404
L	Tco_009405
K	Tco_009407
S	Tco_009408
B	Tco_009409
K	Tco_009410
J	Tco_009411
S	Tco_009412
U	Tco_009412
F	Tco_009413
S	Tco_009414
S	Tco_009415
P	Tco_009416
S	Tco_009417
S	Tco_009418
U	Tco_009419
S	Tco_009420
J	Tco_009422
V	Tco_009423
BK	Tco_009424
S	Tco_009425
S	Tco_009426
T	Tco_009427
O	Tco_009428
S	Tco_009429
S	Tco_009431
J	Tco_009432
I	Tco_009433
E	Tco_009434
J	Tco_009435
TV	Tco_009436
S	Tco_009439
S	Tco_009440
S	Tco_009441
S	Tco_009442
S	Tco_009443
S	Tco_009444
H	Tco_009445
U	Tco_009446
S	Tco_009447
K	Tco_009448
S	Tco_009450
P	Tco_009452
O	Tco_009453
S	Tco_009454
T	Tco_009455
K	Tco_009456
S	Tco_009458
K	Tco_009459
IQ	Tco_009460
P	Tco_009462
O	Tco_009463
O	Tco_009464
S	Tco_009465
S	Tco_009466
O	Tco_009468
T	Tco_009471
U	Tco_009473
K	Tco_009474
V	Tco_009475
J	Tco_009481
U	Tco_009483
U	Tco_009484
O	Tco_009487
T	Tco_009489
T	Tco_009492
S	Tco_009494
S	Tco_009495
B	Tco_009496
T	Tco_009497
TZ	Tco_009498
S	Tco_009499
OU	Tco_009500
T	Tco_009502
P	Tco_009503
D	Tco_009505
S	Tco_009506
GM	Tco_009507
U	Tco_009508
D	Tco_009509
O	Tco_009512
PT	Tco_009514
T	Tco_009515
UZ	Tco_009516
S	Tco_009517
K	Tco_009518
L	Tco_009520
A	Tco_009521
U	Tco_009522
D	Tco_009523
Q	Tco_009524
C	Tco_009525
K	Tco_009526
S	Tco_009530
O	Tco_009531
K	Tco_009532
L	Tco_009534
T	Tco_009535
P	Tco_009536
DZ	Tco_009537
S	Tco_009538
T	Tco_009539
U	Tco_009541
C	Tco_009542
C	Tco_009543
B	Tco_009544
S	Tco_009548
I	Tco_009549
I	Tco_009550
I	Tco_009551
T	Tco_009552
T	Tco_009553
L	Tco_009558
S	Tco_009559
L	Tco_009561
S	Tco_009566
L	Tco_009567
P	Tco_009568
L	Tco_009572
K	Tco_009580
K	Tco_009581
K	Tco_009587
L	Tco_009588
K	Tco_009589
S	Tco_009590
S	Tco_009595
K	Tco_009602
K	Tco_009606
S	Tco_009613
S	Tco_009615
S	Tco_009616
K	Tco_009617
S	Tco_009618
S	Tco_009619
U	Tco_009627
T	Tco_009629
L	Tco_009637
K	Tco_009639
S	Tco_009641
S	Tco_009643
U	Tco_009644
I	Tco_009649
G	Tco_009650
G	Tco_009652
S	Tco_009654
S	Tco_009655
S	Tco_009658
Z	Tco_009659
I	Tco_009672
EPT	Tco_009678
L	Tco_009679
W	Tco_009682
W	Tco_009686
L	Tco_009691
A	Tco_009692
K	Tco_009693
J	Tco_009694
S	Tco_009695
S	Tco_009696
G	Tco_009701
G	Tco_009705
Q	Tco_009707
K	Tco_009709
G	Tco_009711
G	Tco_009716
G	Tco_009717
G	Tco_009718
G	Tco_009720
S	Tco_009736
S	Tco_009740
T	Tco_009752
T	Tco_009753
S	Tco_009755
S	Tco_009756
Z	Tco_009758
S	Tco_009759
T	Tco_009760
T	Tco_009761
C	Tco_009764
C	Tco_009766
S	Tco_009767
J	Tco_009768
A	Tco_009769
B	Tco_009777
CD	Tco_009778
D	Tco_009779
F	Tco_009780
O	Tco_009781
T	Tco_009783
S	Tco_009784
DZ	Tco_009785
DZ	Tco_009786
DZ	Tco_009787
DZ	Tco_009788
S	Tco_009805
S	Tco_009807
J	Tco_009808
K	Tco_009809
K	Tco_009810
D	Tco_009811
S	Tco_009812
L	Tco_009814
C	Tco_009815
S	Tco_009817
S	Tco_009818
DZ	Tco_009819
DZ	Tco_009820
DZ	Tco_009821
S	Tco_009824
U	Tco_009825
S	Tco_009828
L	Tco_009830
D	Tco_009830
D	Tco_009831
T	Tco_009833
S	Tco_009834
G	Tco_009836
J	Tco_009839
J	Tco_009840
S	Tco_009842
S	Tco_009843
G	Tco_009845
G	Tco_009846
P	Tco_009847
G	Tco_009849
S	Tco_009850
T	Tco_009851
Q	Tco_009852
S	Tco_009854
P	Tco_009855
O	Tco_009856
S	Tco_009859
T	Tco_009860
T	Tco_009862
T	Tco_009867
OT	Tco_009868
O	Tco_009869
J	Tco_009870
U	Tco_009871
I	Tco_009872
S	Tco_009874
S	Tco_009875
O	Tco_009883
G	Tco_009884
S	Tco_009885
M	Tco_009886
O	Tco_009887
G	Tco_009888
S	Tco_009889
M	Tco_009890
O	Tco_009895
S	Tco_009898
S	Tco_009906
D	Tco_009907
T	Tco_009908
E	Tco_009909
T	Tco_009912
A	Tco_009913
K	Tco_009914
J	Tco_009915
S	Tco_009916
S	Tco_009917
T	Tco_009919
S	Tco_009924
W	Tco_009925
S	Tco_009926
IQ	Tco_009927
F	Tco_009928
K	Tco_009932
O	Tco_009933
S	Tco_009935
O	Tco_009939
S	Tco_009940
E	Tco_009941
N	Tco_009942
P	Tco_009943
Z	Tco_009944
Z	Tco_009945
Z	Tco_009946
Z	Tco_009947
T	Tco_009948
S	Tco_009949
S	Tco_009954
S	Tco_009955
I	Tco_009965
M	Tco_009971
S	Tco_009972
S	Tco_009973
P	Tco_009974
D	Tco_009975
O	Tco_009976
S	Tco_009977
NT	Tco_009978
O	Tco_009981
L	Tco_009982
L	Tco_009983
S	Tco_009984
S	Tco_009985
DO	Tco_009986
A	Tco_009987
M	Tco_009988
O	Tco_009991
V	Tco_009994
V	Tco_009995
P	Tco_009998
P	Tco_009999
BK	Tco_010001
J	Tco_010002
S	Tco_010003
A	Tco_010005
TU	Tco_010006
S	Tco_010007
S	Tco_010008
U	Tco_010009
T	Tco_010010
TU	Tco_010011
S	Tco_010012
O	Tco_010013
S	Tco_010014
S	Tco_010015
G	Tco_010016
T	Tco_010020
T	Tco_010023
G	Tco_010024
P	Tco_010025
P	Tco_010026
S	Tco_010031
C	Tco_010033
BK	Tco_010034
V	Tco_010037
V	Tco_010038
V	Tco_010039
V	Tco_010040
TZ	Tco_010041
P	Tco_010042
S	Tco_010043
S	Tco_010044
U	Tco_010045
EI	Tco_010046
O	Tco_010047
T	Tco_010048
E	Tco_010049
K	Tco_010050
K	Tco_010051
S	Tco_010052
S	Tco_010053
Z	Tco_010055
O	Tco_010056
T	Tco_010058
E	Tco_010059
T	Tco_010060
F	Tco_010062
S	Tco_010063
C	Tco_010064
O	Tco_010065
U	Tco_010066
S	Tco_010069
U	Tco_010072
S	Tco_010073
S	Tco_010075
S	Tco_010078
DKL	Tco_010080
K	Tco_010083
K	Tco_010084
C	Tco_010085
D	Tco_010086
T	Tco_010087
Z	Tco_010090
G	Tco_010092
L	Tco_010093
I	Tco_010095
L	Tco_010097
L	Tco_010098
G	Tco_010099
G	Tco_010100
G	Tco_010101
L	Tco_010102
L	Tco_010103
L	Tco_010104
G	Tco_010105
L	Tco_010106
L	Tco_010107
L	Tco_010108
L	Tco_010109
L	Tco_010110
L	Tco_010111
L	Tco_010113
G	Tco_010114
L	Tco_010115
L	Tco_010116
I	Tco_010117
G	Tco_010118
L	Tco_010119
L	Tco_010120
L	Tco_010121
I	Tco_010122
Q	Tco_010123
Q	Tco_010124
Q	Tco_010125
G	Tco_010126
A	Tco_010127
O	Tco_010128
A	Tco_010129
O	Tco_010130
S	Tco_010132
S	Tco_010133
J	Tco_010134
T	Tco_010135
S	Tco_010136
J	Tco_010138
H	Tco_010139
S	Tco_010140
J	Tco_010141
Q	Tco_010142
E	Tco_010142
O	Tco_010144
S	Tco_010148
DTZ	Tco_010149
S	Tco_010150
U	Tco_010151
J	Tco_010152
O	Tco_010153
A	Tco_010155
L	Tco_010156
P	Tco_010158
S	Tco_010159
J	Tco_010160
G	Tco_010161
S	Tco_010162
S	Tco_010165
S	Tco_010166
A	Tco_010167
C	Tco_010168
S	Tco_010169
S	Tco_010173
O	Tco_010174
K	Tco_010176
K	Tco_010178
C	Tco_010179
T	Tco_010180
O	Tco_010181
O	Tco_010182
S	Tco_010184
O	Tco_010185
K	Tco_010186
O	Tco_010187
U	Tco_010189
S	Tco_010190
T	Tco_010191
O	Tco_010192
O	Tco_010193
O	Tco_010194
O	Tco_010195
S	Tco_010196
L	Tco_010197
T	Tco_010198
T	Tco_010200
G	Tco_010201
BT	Tco_010205
I	Tco_010206
T	Tco_010207
O	Tco_010208
S	Tco_010210
S	Tco_010211
A	Tco_010212
T	Tco_010213
S	Tco_010214
S	Tco_010215
S	Tco_010216
O	Tco_010217
K	Tco_010218
P	Tco_010219
U	Tco_010221
T	Tco_010223
T	Tco_010228
T	Tco_010229
T	Tco_010230
S	Tco_010231
L	Tco_010232
O	Tco_010233
S	Tco_010235
S	Tco_010236
T	Tco_010237
J	Tco_010243
S	Tco_010245
S	Tco_010247
S	Tco_010248
S	Tco_010249
S	Tco_010250
S	Tco_010251
S	Tco_010252
S	Tco_010253
S	Tco_010254
S	Tco_010256
S	Tco_010258
S	Tco_010259
S	Tco_010260
S	Tco_010261
P	Tco_010262
O	Tco_010263
M	Tco_010264
U	Tco_010265
S	Tco_010266
L	Tco_010267
C	Tco_010268
S	Tco_010270
T	Tco_010271
T	Tco_010274
T	Tco_010280
P	Tco_010281
A	Tco_010282
O	Tco_010283
T	Tco_010284
K	Tco_010285
K	Tco_010286
Z	Tco_010287
U	Tco_010288
U	Tco_010290
DY	Tco_010291
T	Tco_010292
T	Tco_010297
G	Tco_010298
G	Tco_010300
G	Tco_010301
A	Tco_010302
S	Tco_010303
S	Tco_010305
G	Tco_010306
G	Tco_010307
I	Tco_010308
K	Tco_010309
K	Tco_010311
O	Tco_010312
T	Tco_010313
S	Tco_010314
TV	Tco_010315
OT	Tco_010316
S	Tco_010317
J	Tco_010318
I	Tco_010319
O	Tco_010320
TU	Tco_010323
J	Tco_010324
T	Tco_010332
Z	Tco_010336
G	Tco_010338
O	Tco_010339
G	Tco_010340
T	Tco_010341
A	Tco_010344
J	Tco_010345
S	Tco_010346
T	Tco_010348
O	Tco_010349
T	Tco_010352
T	Tco_010354
T	Tco_010361
UY	Tco_010362
G	Tco_010363
S	Tco_010364
S	Tco_010365
S	Tco_010366
J	Tco_010367
Q	Tco_010368
S	Tco_010369
S	Tco_010370
TU	Tco_010371
Z	Tco_010372
S	Tco_010373
BK	Tco_010374
I	Tco_010375
D	Tco_010376
DZ	Tco_010383
S	Tco_010384
K	Tco_010391
S	Tco_010402
K	Tco_010407
T	Tco_010408
BD	Tco_010412
U	Tco_010415
S	Tco_010422
S	Tco_010424
K	Tco_010427
J	Tco_010430
U	Tco_010431
D	Tco_010432
H	Tco_010433
C	Tco_010435
S	Tco_010436
DZ	Tco_010437
U	Tco_010439
J	Tco_010440
S	Tco_010441
O	Tco_010444
I	Tco_010445
S	Tco_010448
O	Tco_010453
S	Tco_010455
E	Tco_010456
BD	Tco_010462
S	Tco_010464
O	Tco_010465
S	Tco_010469
Q	Tco_010472
Q	Tco_010477
S	Tco_010480
M	Tco_010481
P	Tco_010482
BD	Tco_010485
L	Tco_010490
O	Tco_010493
KO	Tco_010494
U	Tco_010495
F	Tco_010504
O	Tco_010505
S	Tco_010520
A	Tco_010521
E	Tco_010522
T	Tco_010525
L	Tco_010535
K	Tco_010536
T	Tco_010539
S	Tco_010540
S	Tco_010543
A	Tco_010545
K	Tco_010546
T	Tco_010547
IU	Tco_010548
IU	Tco_010549
I	Tco_010550
S	Tco_010555
E	Tco_010556
S	Tco_010557
K	Tco_010559
L	Tco_010560
A	Tco_010561
A	Tco_010562
CO	Tco_010570
K	Tco_010572
K	Tco_010575
G	Tco_010579
S	Tco_010582
S	Tco_010584
S	Tco_010587
V	Tco_010602
S	Tco_010605
K	Tco_010606
K	Tco_010607
S	Tco_010608
O	Tco_010609
L	Tco_010611
J	Tco_010612
Q	Tco_010615
K	Tco_010616
T	Tco_010620
S	Tco_010621
S	Tco_010622
S	Tco_010623
A	Tco_010624
K	Tco_010626
S	Tco_010627
T	Tco_010631
G	Tco_010636
U	Tco_010637
K	Tco_010645
L	Tco_010647
K	Tco_010654
L	Tco_010658
S	Tco_010661
BD	Tco_010673
S	Tco_010681
UY	Tco_010682
J	Tco_010683
S	Tco_010684
S	Tco_010685
S	Tco_010686
L	Tco_010688
K	Tco_010689
T	Tco_010690
S	Tco_010698
G	Tco_010700
J	Tco_010701
T	Tco_010702
T	Tco_010704
S	Tco_010705
S	Tco_010707
O	Tco_010708
ET	Tco_010710
O	Tco_010711
A	Tco_010713
IU	Tco_010715
J	Tco_010716
S	Tco_010722
S	Tco_010723
A	Tco_010725
S	Tco_010727
BK	Tco_010729
U	Tco_010730
S	Tco_010731
S	Tco_010735
H	Tco_010736
Z	Tco_010737
E	Tco_010738
W	Tco_010739
T	Tco_010752
F	Tco_010753
Q	Tco_010754
S	Tco_010755
S	Tco_010756
A	Tco_010757
A	Tco_010758
T	Tco_010759
T	Tco_010761
C	Tco_010762
S	Tco_010763
F	Tco_010764
J	Tco_010765
H	Tco_010766
S	Tco_010768
S	Tco_010769
K	Tco_010770
A	Tco_010771
S	Tco_010772
O	Tco_010774
O	Tco_010775
S	Tco_010777
A	Tco_010778
U	Tco_010780
S	Tco_010781
K	Tco_010782
T	Tco_010786
S	Tco_010787
O	Tco_010788
J	Tco_010789
J	Tco_010790
JU	Tco_010791
MOT	Tco_010793
J	Tco_010794
T	Tco_010795
S	Tco_010796
S	Tco_010797
S	Tco_010798
O	Tco_010799
L	Tco_010802
K	Tco_010803
O	Tco_010804
O	Tco_010809
S	Tco_010811
S	Tco_010812
K	Tco_010813
W	Tco_010836
T	Tco_010838
S	Tco_010839
T	Tco_010842
J	Tco_010844
K	Tco_010846
I	Tco_010848
I	Tco_010849
T	Tco_010850
T	Tco_010852
T	Tco_010853
S	Tco_010856
J	Tco_010857
U	Tco_010858
O	Tco_010859
Z	Tco_010861
L	Tco_010862
L	Tco_010863
S	Tco_010863
U	Tco_010864
S	Tco_010866
S	Tco_010868
S	Tco_010869
D	Tco_010870
E	Tco_010872
G	Tco_010873
L	Tco_010891
T	Tco_010898
S	Tco_010899
T	Tco_010900
Z	Tco_010901
M	Tco_010906
O	Tco_010907
S	Tco_010908
O	Tco_010909
O	Tco_010910
Q	Tco_010911
Q	Tco_010912
W	Tco_010913
I	Tco_010914
I	Tco_010915
I	Tco_010917
I	Tco_010918
I	Tco_010920
I	Tco_010922
E	Tco_010923
S	Tco_010925
L	Tco_010926
A	Tco_010927
S	Tco_010928
S	Tco_010930
Q	Tco_010931
T	Tco_010932
DO	Tco_010933
Q	Tco_010934
Q	Tco_010935
P	Tco_010937
A	Tco_010938
J	Tco_010940
S	Tco_010941
A	Tco_010942
G	Tco_010943
K	Tco_010944
J	Tco_010946
T	Tco_010947
T	Tco_010950
K	Tco_010951
G	Tco_010952
W	Tco_010953
S	Tco_010954
S	Tco_010956
OP	Tco_010967
OP	Tco_010968
U	Tco_010969
K	Tco_010970
P	Tco_010971
K	Tco_010972
S	Tco_010973
L	Tco_010975
K	Tco_010982
K	Tco_010990
K	Tco_010994
A	Tco_010996
S	Tco_011008
S	Tco_011010
K	Tco_011025
Z	Tco_011026
U	Tco_011028
C	Tco_011029
I	Tco_011031
I	Tco_011032
U	Tco_011036
