KEGG	Genes
ko04910	Tco_017549
ko04931	Tco_017549
ko05010	Tco_017556
ko04114	Tco_017558
ko04320	Tco_017558
ko04914	Tco_017558
ko04114	Tco_017560
ko04320	Tco_017560
ko04914	Tco_017560
ko03008	Tco_017561
ko03013	Tco_017561
ko00230	Tco_017564
ko00240	Tco_017564
ko01100	Tco_017564
ko03020	Tco_017564
ko05016	Tco_017564
ko05169	Tco_017564
ko00561	Tco_017565
ko00564	Tco_017565
ko01110	Tco_017565
ko03460	Tco_017575
ko04144	Tco_017578
ko04510	Tco_017578
ko05100	Tco_017578
ko05205	Tco_017578
ko05418	Tco_017578
ko00515	Tco_017580
ko01100	Tco_017580
ko00010	Tco_017583
ko00260	Tco_017583
ko00680	Tco_017583
ko01100	Tco_017583
ko01110	Tco_017583
ko01120	Tco_017583
ko01130	Tco_017583
ko01200	Tco_017583
ko01230	Tco_017583
ko04624	Tco_017589
ko00740	Tco_017591
ko01100	Tco_017591
ko04142	Tco_017591
ko00740	Tco_017592
ko01100	Tco_017592
ko04142	Tco_017592
ko04120	Tco_017596
ko00010	Tco_017598
ko00020	Tco_017598
ko00620	Tco_017598
ko01100	Tco_017598
ko01110	Tco_017598
ko01120	Tco_017598
ko01130	Tco_017598
ko01200	Tco_017598
ko04066	Tco_017598
ko04922	Tco_017598
ko05230	Tco_017598
ko03410	Tco_017600
ko04072	Tco_017604
ko04080	Tco_017604
ko04724	Tco_017604
ko03015	Tco_017616
ko04144	Tco_017624
ko04666	Tco_017624
ko04810	Tco_017624
ko05100	Tco_017624
ko05130	Tco_017624
ko05131	Tco_017624
ko05132	Tco_017624
ko03010	Tco_017625
ko04210	Tco_017628
ko04014	Tco_017629
ko04146	Tco_017630
ko03018	Tco_017636
ko00330	Tco_017640
ko01100	Tco_017640
ko01110	Tco_017640
ko01230	Tco_017640
ko03040	Tco_017641
ko03008	Tco_017645
ko04950	Tco_017648
ko05202	Tco_017648
ko04340	Tco_017650
ko04341	Tco_017650
ko05200	Tco_017650
ko05217	Tco_017650
ko00330	Tco_017654
ko00410	Tco_017654
ko04080	Tco_017657
ko00140	Tco_017658
ko00980	Tco_017658
ko01100	Tco_017658
ko05204	Tco_017658
ko03030	Tco_017662
ko00561	Tco_017663
ko00564	Tco_017663
ko01100	Tco_017663
ko01110	Tco_017663
ko00190	Tco_017667
ko01100	Tco_017667
ko04714	Tco_017667
ko00030	Tco_017684
ko00710	Tco_017684
ko01100	Tco_017684
ko01110	Tco_017684
ko01120	Tco_017684
ko01130	Tco_017684
ko01200	Tco_017684
ko01230	Tco_017684
ko03060	Tco_017688
ko03060	Tco_017693
ko04080	Tco_017697
ko03010	Tco_017712
ko00052	Tco_017725
ko00520	Tco_017725
ko01100	Tco_017725
ko00240	Tco_017729
ko00983	Tco_017729
ko01100	Tco_017729
ko00790	Tco_017731
ko01100	Tco_017731
ko01523	Tco_017731
ko00790	Tco_017733
ko01100	Tco_017733
ko01523	Tco_017733
ko04110	Tco_017734
ko04111	Tco_017734
ko04113	Tco_017734
ko04114	Tco_017734
ko04120	Tco_017734
ko04657	Tco_017734
ko04914	Tco_017734
ko05166	Tco_017734
ko00380	Tco_017747
ko00450	Tco_017747
ko00760	Tco_017747
ko01100	Tco_017747
ko00380	Tco_017749
ko00450	Tco_017749
ko00760	Tco_017749
ko01100	Tco_017749
ko00380	Tco_017750
ko00450	Tco_017750
ko00760	Tco_017750
ko01100	Tco_017750
ko00760	Tco_017751
ko01100	Tco_017751
ko00760	Tco_017753
ko01100	Tco_017753
ko00760	Tco_017755
ko01100	Tco_017755
ko00340	Tco_017757
ko00350	Tco_017757
ko00360	Tco_017757
ko00380	Tco_017757
ko00901	Tco_017757
ko00950	Tco_017757
ko00965	Tco_017757
ko01100	Tco_017757
ko01110	Tco_017757
ko04726	Tco_017757
ko04728	Tco_017757
ko05030	Tco_017757
ko05031	Tco_017757
ko05034	Tco_017757
ko00380	Tco_017761
ko00450	Tco_017761
ko01100	Tco_017761
ko05204	Tco_017761
ko00380	Tco_017762
ko00450	Tco_017762
ko01100	Tco_017762
ko05204	Tco_017762
ko05202	Tco_017764
ko05202	Tco_017765
ko00240	Tco_017770
ko00983	Tco_017770
ko01100	Tco_017770
ko04977	Tco_017771
ko04010	Tco_017772
ko04012	Tco_017772
ko04013	Tco_017772
ko04141	Tco_017772
ko04214	Tco_017772
ko04380	Tco_017772
ko04530	Tco_017772
ko04620	Tco_017772
ko04624	Tco_017772
ko04660	Tco_017772
ko04664	Tco_017772
ko04668	Tco_017772
ko04722	Tco_017772
ko04912	Tco_017772
ko04926	Tco_017772
ko05164	Tco_017772
ko05167	Tco_017772
ko05169	Tco_017772
ko05418	Tco_017772
ko03013	Tco_017778
ko03015	Tco_017778
ko03040	Tco_017778
ko05164	Tco_017778
ko00590	Tco_017791
ko01100	Tco_017791
ko03040	Tco_017792
ko04151	Tco_017795
ko05132	Tco_017795
ko04151	Tco_017796
ko05132	Tco_017796
ko00970	Tco_017797
ko00310	Tco_017798
ko00514	Tco_017798
ko04015	Tco_017800
ko04020	Tco_017800
ko04024	Tco_017800
ko04072	Tco_017800
ko04080	Tco_017800
ko04151	Tco_017800
ko04270	Tco_017800
ko04540	Tco_017800
ko05012	Tco_017800
ko05034	Tco_017800
ko05200	Tco_017800
ko00310	Tco_017801
ko00514	Tco_017801
ko04110	Tco_017803
ko04111	Tco_017803
ko04113	Tco_017803
ko04114	Tco_017803
ko04120	Tco_017803
ko04914	Tco_017803
ko05166	Tco_017803
ko00030	Tco_017805
ko01100	Tco_017805
ko01110	Tco_017805
ko01120	Tco_017805
ko01130	Tco_017805
ko01200	Tco_017805
ko04014	Tco_017810
ko00220	Tco_017816
ko00250	Tco_017816
ko00630	Tco_017816
ko00910	Tco_017816
ko01100	Tco_017816
ko01120	Tco_017816
ko01230	Tco_017816
ko02020	Tco_017816
ko04217	Tco_017816
ko04724	Tco_017816
ko04727	Tco_017816
ko00220	Tco_017820
ko00250	Tco_017820
ko00630	Tco_017820
ko00910	Tco_017820
ko01100	Tco_017820
ko01120	Tco_017820
ko01230	Tco_017820
ko02020	Tco_017820
ko04217	Tco_017820
ko04724	Tco_017820
ko04727	Tco_017820
ko04141	Tco_017822
ko05010	Tco_017822
ko00350	Tco_017826
ko01100	Tco_017826
ko04721	Tco_017827
ko03010	Tco_017828
ko05203	Tco_017829
ko00062	Tco_017832
ko01100	Tco_017832
ko01212	Tco_017832
ko04142	Tco_017832
ko04919	Tco_017836
ko01524	Tco_017855
ko04978	Tco_017855
ko00510	Tco_017858
ko00981	Tco_017866
ko04919	Tco_017867
ko03022	Tco_017871
ko05169	Tco_017871
ko05203	Tco_017871
ko00860	Tco_017873
ko01100	Tco_017873
ko01110	Tco_017873
ko01120	Tco_017873
ko00071	Tco_017876
ko00280	Tco_017876
ko00410	Tco_017876
ko00640	Tco_017876
ko01100	Tco_017876
ko01110	Tco_017876
ko01130	Tco_017876
ko01200	Tco_017876
ko01212	Tco_017876
ko03320	Tco_017876
ko05231	Tco_017877
ko00270	Tco_017879
ko00480	Tco_017879
ko01100	Tco_017879
ko04216	Tco_017879
ko03040	Tco_017889
ko04152	Tco_017897
ko00900	Tco_017907
ko01130	Tco_017907
ko00510	Tco_017911
ko00513	Tco_017911
ko01100	Tco_017911
ko04141	Tco_017911
ko00230	Tco_017912
ko00730	Tco_017912
ko01100	Tco_017912
ko01110	Tco_017912
ko01130	Tco_017912
ko00563	Tco_017913
ko01100	Tco_017913
ko03013	Tco_017914
ko05169	Tco_017914
ko04130	Tco_017915
ko04012	Tco_017916
ko04014	Tco_017916
ko04110	Tco_017916
ko04360	Tco_017916
ko04722	Tco_017916
ko05130	Tco_017916
ko05131	Tco_017916
ko05200	Tco_017916
ko05206	Tco_017916
ko05220	Tco_017916
ko05416	Tco_017916
ko00230	Tco_017918
ko00240	Tco_017918
ko01100	Tco_017918
ko03030	Tco_017918
ko03410	Tco_017918
ko03420	Tco_017918
ko05166	Tco_017918
ko03040	Tco_017919
ko00561	Tco_017920
ko00564	Tco_017920
ko01100	Tco_017920
ko01110	Tco_017920
ko04072	Tco_017920
ko04610	Tco_017920
ko04975	Tco_017920
ko05133	Tco_017920
ko05150	Tco_017920
ko05322	Tco_017920
ko04141	Tco_017925
ko03018	Tco_017928
ko03040	Tco_017928
ko00513	Tco_017933
ko01100	Tco_017933
ko04072	Tco_017936
ko04144	Tco_017936
ko04721	Tco_017936
ko04961	Tco_017936
ko05100	Tco_017936
ko05322	Tco_017941
ko04310	Tco_017942
ko03060	Tco_017943
ko04141	Tco_017943
ko04918	Tco_017943
ko05020	Tco_017943
ko00564	Tco_017944
ko00564	Tco_017945
ko04130	Tco_017946
ko03050	Tco_017950
ko04320	Tco_017957
ko04621	Tco_017958
ko00190	Tco_017959
ko01100	Tco_017959
ko04145	Tco_017959
ko04150	Tco_017959
ko04721	Tco_017959
ko04966	Tco_017959
ko05110	Tco_017959
ko05120	Tco_017959
ko05323	Tco_017959
ko00564	Tco_017960
ko05231	Tco_017960
ko04918	Tco_017961
ko04066	Tco_017965
ko04120	Tco_017965
ko04212	Tco_017965
ko05200	Tco_017965
ko05211	Tco_017965
ko04122	Tco_017966
ko04977	Tco_017968
ko03040	Tco_017969
ko04622	Tco_017972
ko03008	Tco_017973
ko04064	Tco_017973
ko04137	Tco_017973
ko04139	Tco_017973
ko04310	Tco_017973
ko04520	Tco_017973
ko04712	Tco_017973
ko05162	Tco_017973
ko05168	Tco_017973
ko05169	Tco_017973
ko03320	Tco_017982
ko04931	Tco_017982
ko00310	Tco_017986
ko04211	Tco_017986
ko04115	Tco_017990
ko04621	Tco_017991
ko03050	Tco_017992
ko00562	Tco_017993
ko01100	Tco_017993
ko04070	Tco_017993
ko03013	Tco_017996
ko04015	Tco_018002
ko04510	Tco_018002
ko04722	Tco_018002
ko04910	Tco_018002
ko05211	Tco_018002
ko04146	Tco_018004
ko04210	Tco_018005
ko03410	Tco_018006
ko04146	Tco_018007
ko04910	Tco_018009
ko04110	Tco_018013
ko04111	Tco_018013
ko04113	Tco_018013
ko04934	Tco_018014
ko04130	Tco_018017
ko04066	Tco_018019
ko04911	Tco_018019
ko04919	Tco_018019
ko04920	Tco_018019
ko04922	Tco_018019
ko04931	Tco_018019
ko04976	Tco_018019
ko05166	Tco_018019
ko05200	Tco_018019
ko05211	Tco_018019
ko05230	Tco_018019
ko03010	Tco_018021
ko03013	Tco_018028
ko04144	Tco_018031
ko04150	Tco_018033
ko04927	Tco_018034
ko04934	Tco_018034
ko05202	Tco_018034
ko04927	Tco_018035
ko04934	Tco_018035
ko05202	Tco_018035
ko00190	Tco_018039
ko01100	Tco_018039
ko04145	Tco_018039
ko04721	Tco_018039
ko04966	Tco_018039
ko05110	Tco_018039
ko05120	Tco_018039
ko05323	Tco_018039
ko04144	Tco_018041
ko04217	Tco_018041
ko00310	Tco_018045
ko00514	Tco_018052
ko00515	Tco_018052
ko01100	Tco_018052
ko04024	Tco_018054
ko04062	Tco_018054
ko04510	Tco_018054
ko04650	Tco_018054
ko04660	Tco_018054
ko04662	Tco_018054
ko04664	Tco_018054
ko04666	Tco_018054
ko04670	Tco_018054
ko04810	Tco_018054
ko04931	Tco_018057
ko00260	Tco_018064
ko01100	Tco_018064
ko01522	Tco_018066
ko04320	Tco_018066
ko04330	Tco_018066
ko04390	Tco_018066
ko04391	Tco_018066
ko04658	Tco_018066
ko04919	Tco_018066
ko05020	Tco_018066
ko05165	Tco_018066
ko05200	Tco_018066
ko05206	Tco_018066
ko05224	Tco_018066
ko00514	Tco_018069
ko04623	Tco_018074
ko04072	Tco_018079
ko04140	Tco_018079
ko04150	Tco_018079
ko04151	Tco_018079
ko04152	Tco_018079
ko04211	Tco_018079
ko04218	Tco_018079
ko04714	Tco_018079
ko04910	Tco_018079
ko05165	Tco_018079
ko05231	Tco_018079
ko04360	Tco_018087
ko03320	Tco_018090
ko04151	Tco_018090
ko04214	Tco_018090
ko04659	Tco_018090
ko04919	Tco_018090
ko04920	Tco_018090
ko04932	Tco_018090
ko04976	Tco_018090
ko05160	Tco_018090
ko05200	Tco_018090
ko05202	Tco_018090
ko05216	Tco_018090
ko05222	Tco_018090
ko05223	Tco_018090
ko05226	Tco_018090
ko03010	Tco_018092
ko04013	Tco_018093
ko04151	Tco_018099
ko05132	Tco_018099
ko04151	Tco_018101
ko05132	Tco_018101
ko03440	Tco_018102
ko04115	Tco_018103
ko04120	Tco_018103
ko04712	Tco_018103
ko04310	Tco_018114
ko04371	Tco_018114
ko04390	Tco_018114
ko03010	Tco_018118
ko04668	Tco_018139
ko04912	Tco_018139
ko03015	Tco_018149
ko04014	Tco_018154
ko04015	Tco_018154
ko04016	Tco_018154
ko04020	Tco_018154
ko04022	Tco_018154
ko04024	Tco_018154
ko04070	Tco_018154
ko04114	Tco_018154
ko04218	Tco_018154
ko04261	Tco_018154
ko04270	Tco_018154
ko04371	Tco_018154
ko04626	Tco_018154
ko04713	Tco_018154
ko04720	Tco_018154
ko04722	Tco_018154
ko04728	Tco_018154
ko04740	Tco_018154
ko04744	Tco_018154
ko04745	Tco_018154
ko04750	Tco_018154
ko04910	Tco_018154
ko04912	Tco_018154
ko04915	Tco_018154
ko04916	Tco_018154
ko04921	Tco_018154
ko04922	Tco_018154
ko04924	Tco_018154
ko04925	Tco_018154
ko04970	Tco_018154
ko04971	Tco_018154
ko05010	Tco_018154
ko05031	Tco_018154
ko05034	Tco_018154
ko05133	Tco_018154
ko05152	Tco_018154
ko05167	Tco_018154
ko05200	Tco_018154
ko05214	Tco_018154
ko05418	Tco_018154
ko04010	Tco_018163
ko04013	Tco_018163
ko04310	Tco_018177
ko04330	Tco_018177
ko05200	Tco_018177
ko05220	Tco_018177
ko04310	Tco_018178
ko04330	Tco_018178
ko05200	Tco_018178
ko05220	Tco_018178
ko03013	Tco_018207
ko04214	Tco_018207
ko01523	Tco_018215
ko04010	Tco_018215
ko04014	Tco_018215
ko04024	Tco_018215
ko04062	Tco_018215
ko04064	Tco_018215
ko04066	Tco_018215
ko04071	Tco_018215
ko04151	Tco_018215
ko04210	Tco_018215
ko04211	Tco_018215
ko04218	Tco_018215
ko04380	Tco_018215
ko04620	Tco_018215
ko04621	Tco_018215
ko04622	Tco_018215
ko04623	Tco_018215
ko04624	Tco_018215
ko04657	Tco_018215
ko04658	Tco_018215
ko04659	Tco_018215
ko04660	Tco_018215
ko04662	Tco_018215
ko04668	Tco_018215
ko04722	Tco_018215
ko04917	Tco_018215
ko04920	Tco_018215
ko04926	Tco_018215
ko04931	Tco_018215
ko04932	Tco_018215
ko04933	Tco_018215
ko05030	Tco_018215
ko05120	Tco_018215
ko05131	Tco_018215
ko05132	Tco_018215
ko05133	Tco_018215
ko05134	Tco_018215
ko05140	Tco_018215
ko05142	Tco_018215
ko05145	Tco_018215
ko05146	Tco_018215
ko05152	Tco_018215
ko05160	Tco_018215
ko05161	Tco_018215
ko05162	Tco_018215
ko05164	Tco_018215
ko05165	Tco_018215
ko05166	Tco_018215
ko05167	Tco_018215
ko05168	Tco_018215
ko05169	Tco_018215
ko05200	Tco_018215
ko05202	Tco_018215
ko05203	Tco_018215
ko05206	Tco_018215
ko05212	Tco_018215
ko05215	Tco_018215
ko05220	Tco_018215
ko05221	Tco_018215
ko05222	Tco_018215
ko05321	Tco_018215
ko05418	Tco_018215
ko05134	Tco_018221
ko03040	Tco_018229
ko05168	Tco_018229
ko04974	Tco_018237
ko04068	Tco_018370
ko04110	Tco_018370
ko04115	Tco_018370
ko04151	Tco_018370
ko04218	Tco_018370
ko04310	Tco_018370
ko04340	Tco_018370
ko04390	Tco_018370
ko04510	Tco_018370
ko04630	Tco_018370
ko04917	Tco_018370
ko04934	Tco_018370
ko05162	Tco_018370
ko05165	Tco_018370
ko05166	Tco_018370
ko05200	Tco_018370
ko05202	Tco_018370
ko05203	Tco_018370
ko05206	Tco_018370
ko03060	Tco_018384
ko03010	Tco_018387
ko04142	Tco_018392
ko04145	Tco_018392
ko04913	Tco_018392
ko04925	Tco_018392
ko04927	Tco_018392
ko04934	Tco_018392
ko04975	Tco_018392
ko04976	Tco_018392
ko04977	Tco_018392
ko04979	Tco_018392
ko05160	Tco_018392
ko04620	Tco_018426
ko00270	Tco_018429
ko01100	Tco_018429
ko05206	Tco_018429
ko00760	Tco_018439
ko01100	Tco_018439
ko00100	Tco_018440
ko04142	Tco_018440
ko04979	Tco_018440
ko03013	Tco_018455
ko03040	Tco_018455
ko00240	Tco_018458
ko01100	Tco_018458
ko03420	Tco_018487
ko04066	Tco_018487
ko04110	Tco_018487
ko04111	Tco_018487
ko04114	Tco_018487
ko04120	Tco_018487
ko04141	Tco_018487
ko04310	Tco_018487
ko04341	Tco_018487
ko04350	Tco_018487
ko04710	Tco_018487
ko05200	Tco_018487
ko05211	Tco_018487
ko00240	Tco_018489
ko00983	Tco_018489
ko01100	Tco_018489
ko05219	Tco_018489
ko04144	Tco_018492
ko04217	Tco_018492
ko04210	Tco_018503
ko04214	Tco_018503
ko04217	Tco_018503
ko03010	Tco_018508
ko00052	Tco_018510
ko00511	Tco_018510
ko00531	Tco_018510
ko00600	Tco_018510
ko00604	Tco_018510
ko01100	Tco_018510
ko04142	Tco_018510
ko05203	Tco_018525
ko04144	Tco_018531
ko00603	Tco_018539
ko04142	Tco_018539
ko00603	Tco_018542
ko04142	Tco_018542
ko00520	Tco_018567
ko01100	Tco_018567
ko04136	Tco_018579
ko04138	Tco_018579
ko04140	Tco_018579
ko04211	Tco_018579
ko03013	Tco_018588
ko04810	Tco_018588
ko01523	Tco_018591
ko04010	Tco_018591
ko04014	Tco_018591
ko04024	Tco_018591
ko04062	Tco_018591
ko04064	Tco_018591
ko04066	Tco_018591
ko04071	Tco_018591
ko04151	Tco_018591
ko04210	Tco_018591
ko04211	Tco_018591
ko04218	Tco_018591
ko04380	Tco_018591
ko04620	Tco_018591
ko04621	Tco_018591
ko04622	Tco_018591
ko04623	Tco_018591
ko04624	Tco_018591
ko04657	Tco_018591
ko04658	Tco_018591
ko04659	Tco_018591
ko04660	Tco_018591
ko04662	Tco_018591
ko04668	Tco_018591
ko04722	Tco_018591
ko04917	Tco_018591
ko04920	Tco_018591
ko04926	Tco_018591
ko04931	Tco_018591
ko04932	Tco_018591
ko04933	Tco_018591
ko05030	Tco_018591
ko05120	Tco_018591
ko05131	Tco_018591
ko05132	Tco_018591
ko05133	Tco_018591
ko05134	Tco_018591
ko05140	Tco_018591
ko05142	Tco_018591
ko05145	Tco_018591
ko05146	Tco_018591
ko05152	Tco_018591
ko05160	Tco_018591
ko05161	Tco_018591
ko05162	Tco_018591
ko05164	Tco_018591
ko05165	Tco_018591
ko05166	Tco_018591
ko05167	Tco_018591
ko05168	Tco_018591
ko05169	Tco_018591
ko05200	Tco_018591
ko05202	Tco_018591
ko05203	Tco_018591
ko05206	Tco_018591
ko05212	Tco_018591
ko05215	Tco_018591
ko05220	Tco_018591
ko05221	Tco_018591
ko05222	Tco_018591
ko05321	Tco_018591
ko05418	Tco_018591
ko03013	Tco_018613
ko04350	Tco_018616
ko04390	Tco_018616
ko04391	Tco_018616
ko04550	Tco_018616
ko05202	Tco_018616
ko01523	Tco_018621
ko04010	Tco_018621
ko04014	Tco_018621
ko04024	Tco_018621
ko04062	Tco_018621
ko04064	Tco_018621
ko04066	Tco_018621
ko04071	Tco_018621
ko04151	Tco_018621
ko04210	Tco_018621
ko04211	Tco_018621
ko04218	Tco_018621
ko04380	Tco_018621
ko04620	Tco_018621
ko04621	Tco_018621
ko04622	Tco_018621
ko04623	Tco_018621
ko04624	Tco_018621
ko04657	Tco_018621
ko04658	Tco_018621
ko04659	Tco_018621
ko04660	Tco_018621
ko04662	Tco_018621
ko04668	Tco_018621
ko04722	Tco_018621
ko04917	Tco_018621
ko04920	Tco_018621
ko04926	Tco_018621
ko04931	Tco_018621
ko04932	Tco_018621
ko04933	Tco_018621
ko05030	Tco_018621
ko05120	Tco_018621
ko05131	Tco_018621
ko05132	Tco_018621
ko05133	Tco_018621
ko05134	Tco_018621
ko05140	Tco_018621
ko05142	Tco_018621
ko05145	Tco_018621
ko05146	Tco_018621
ko05152	Tco_018621
ko05160	Tco_018621
ko05161	Tco_018621
ko05162	Tco_018621
ko05164	Tco_018621
ko05165	Tco_018621
ko05166	Tco_018621
ko05167	Tco_018621
ko05168	Tco_018621
ko05169	Tco_018621
ko05200	Tco_018621
ko05202	Tco_018621
ko05203	Tco_018621
ko05206	Tco_018621
ko05212	Tco_018621
ko05215	Tco_018621
ko05220	Tco_018621
ko05221	Tco_018621
ko05222	Tco_018621
ko05321	Tco_018621
ko05418	Tco_018621
ko05203	Tco_018626
ko04721	Tco_018636
ko04723	Tco_018636
ko04727	Tco_018636
ko05032	Tco_018636
ko05033	Tco_018636
ko03010	Tco_018638
ko00190	Tco_018640
ko01100	Tco_018640
ko04145	Tco_018640
ko04150	Tco_018640
ko04721	Tco_018640
ko04966	Tco_018640
ko05110	Tco_018640
ko05120	Tco_018640
ko05323	Tco_018640
ko04710	Tco_018649
ko04710	Tco_018650
ko00330	Tco_018651
ko01100	Tco_018651
ko03008	Tco_018652
ko04745	Tco_018658
ko00561	Tco_018660
ko00564	Tco_018660
ko01100	Tco_018660
ko01110	Tco_018660
ko04072	Tco_018660
ko03010	Tco_018662
ko04013	Tco_018669
ko04068	Tco_018669
ko04146	Tco_018669
ko04211	Tco_018669
ko04212	Tco_018669
ko04213	Tco_018669
ko05016	Tco_018669
ko04144	Tco_018680
ko00500	Tco_018685
ko01100	Tco_018685
ko01110	Tco_018685
ko04144	Tco_018689
ko03013	Tco_018691
ko03040	Tco_018691
ko00240	Tco_018693
ko00410	Tco_018693
ko00770	Tco_018693
ko00983	Tco_018693
ko01100	Tco_018693
ko01524	Tco_018695
ko04110	Tco_018695
ko04111	Tco_018695
ko04113	Tco_018695
ko04114	Tco_018695
ko04115	Tco_018695
ko04120	Tco_018695
ko04210	Tco_018695
ko04214	Tco_018695
ko04215	Tco_018695
ko05010	Tco_018695
ko05012	Tco_018695
ko05014	Tco_018695
ko05016	Tco_018695
ko05134	Tco_018695
ko05152	Tco_018695
ko05161	Tco_018695
ko05166	Tco_018695
ko05200	Tco_018695
ko05203	Tco_018695
ko05222	Tco_018695
ko00563	Tco_018700
ko01100	Tco_018700
ko04510	Tco_018701
ko04611	Tco_018701
ko04670	Tco_018701
ko04810	Tco_018701
ko04510	Tco_018702
ko04611	Tco_018702
ko04670	Tco_018702
ko04810	Tco_018702
ko04150	Tco_018705
ko04714	Tco_018706
ko04141	Tco_018712
ko04110	Tco_018714
ko04111	Tco_018714
ko04113	Tco_018714
ko03013	Tco_018715
ko03013	Tco_018716
ko04141	Tco_018717
ko04022	Tco_018718
ko04024	Tco_018718
ko04062	Tco_018718
ko04071	Tco_018718
ko04270	Tco_018718
ko04310	Tco_018718
ko04350	Tco_018718
ko04360	Tco_018718
ko04510	Tco_018718
ko04530	Tco_018718
ko04611	Tco_018718
ko04670	Tco_018718
ko04810	Tco_018718
ko04921	Tco_018718
ko05130	Tco_018718
ko05131	Tco_018718
ko05132	Tco_018718
ko05200	Tco_018718
ko05205	Tco_018718
ko05206	Tco_018718
ko04144	Tco_018719
ko00190	Tco_018722
ko01100	Tco_018722
ko04260	Tco_018722
ko04714	Tco_018722
ko04932	Tco_018722
ko05010	Tco_018722
ko05012	Tco_018722
ko05016	Tco_018722
ko03015	Tco_018723
ko05134	Tco_018723
ko04612	Tco_018724
ko05152	Tco_018724
ko00590	Tco_018732
ko01100	Tco_018732
ko00260	Tco_018733
ko04630	Tco_018736
ko04977	Tco_018740
ko04068	Tco_018742
ko04140	Tco_018742
ko04150	Tco_018742
ko04151	Tco_018742
ko04152	Tco_018742
ko04211	Tco_018742
ko04530	Tco_018742
ko04920	Tco_018742
ko03013	Tco_018747
ko00230	Tco_018750
ko02025	Tco_018750
ko04113	Tco_018750
ko04213	Tco_018750
ko04621	Tco_018750
ko00071	Tco_018752
ko00310	Tco_018752
ko00362	Tco_018752
ko00380	Tco_018752
ko01100	Tco_018752
ko01120	Tco_018752
ko01130	Tco_018752
ko03040	Tco_018754
ko03008	Tco_018760
ko00040	Tco_018762
ko00980	Tco_018762
ko04360	Tco_018768
ko04136	Tco_018772
ko04140	Tco_018772
ko04211	Tco_018772
ko00120	Tco_018774
ko01100	Tco_018774
ko03320	Tco_018774
ko04146	Tco_018774
ko04111	Tco_018775
ko04068	Tco_018777
ko04110	Tco_018777
ko04114	Tco_018777
ko04914	Tco_018777
ko00480	Tco_018778
ko00590	Tco_018778
ko04918	Tco_018778
ko04013	Tco_018779
ko04115	Tco_018779
ko04120	Tco_018779
ko04310	Tco_018779
ko04310	Tco_018780
ko00230	Tco_018789
ko04024	Tco_018789
ko05032	Tco_018789
ko00230	Tco_018792
ko04024	Tco_018792
ko05032	Tco_018792
ko05146	Tco_018793
ko04630	Tco_018796
ko04013	Tco_018800
ko04013	Tco_018801
ko04013	Tco_018802
ko04013	Tco_018803
ko04013	Tco_018804
ko00030	Tco_018805
ko00053	Tco_018805
ko00930	Tco_018805
ko01100	Tco_018805
ko01110	Tco_018805
ko01120	Tco_018805
ko01130	Tco_018805
ko01200	Tco_018805
ko01220	Tco_018805
ko03030	Tco_018806
ko03420	Tco_018806
ko03430	Tco_018806
ko03440	Tco_018806
ko03460	Tco_018806
ko00010	Tco_018807
ko00620	Tco_018807
ko00640	Tco_018807
ko00680	Tco_018807
ko00720	Tco_018807
ko01100	Tco_018807
ko01110	Tco_018807
ko01120	Tco_018807
ko01130	Tco_018807
ko01200	Tco_018807
ko04113	Tco_018808
ko04020	Tco_018813
ko04080	Tco_018813
ko04911	Tco_018813
ko04972	Tco_018813
ko01521	Tco_018814
ko01522	Tco_018814
ko04012	Tco_018814
ko04013	Tco_018814
ko04015	Tco_018814
ko04062	Tco_018814
ko04137	Tco_018814
ko04144	Tco_018814
ko04360	Tco_018814
ko04370	Tco_018814
ko04510	Tco_018814
ko04520	Tco_018814
ko04530	Tco_018814
ko04540	Tco_018814
ko04611	Tco_018814
ko04727	Tco_018814
ko04750	Tco_018814
ko04810	Tco_018814
ko04912	Tco_018814
ko04915	Tco_018814
ko04917	Tco_018814
ko04919	Tco_018814
ko04921	Tco_018814
ko04926	Tco_018814
ko05100	Tco_018814
ko05120	Tco_018814
ko05131	Tco_018814
ko05152	Tco_018814
ko05161	Tco_018814
ko05167	Tco_018814
ko05203	Tco_018814
ko05205	Tco_018814
ko05219	Tco_018814
ko05418	Tco_018814
ko04110	Tco_018816
ko04213	Tco_018816
ko04330	Tco_018816
ko04919	Tco_018816
ko05016	Tco_018816
ko05034	Tco_018816
ko05165	Tco_018816
ko05169	Tco_018816
ko05200	Tco_018816
ko05202	Tco_018816
ko05203	Tco_018816
ko05220	Tco_018816
ko03040	Tco_018818
ko00190	Tco_018819
ko01100	Tco_018819
ko04714	Tco_018819
ko04723	Tco_018819
ko04932	Tco_018819
ko05010	Tco_018819
ko05012	Tco_018819
ko05016	Tco_018819
ko00562	Tco_018822
ko01100	Tco_018822
ko04020	Tco_018822
ko04070	Tco_018822
ko04919	Tco_018822
ko04933	Tco_018822
ko00562	Tco_018823
ko01100	Tco_018823
ko04020	Tco_018823
ko04070	Tco_018823
ko04919	Tco_018823
ko04933	Tco_018823
ko00562	Tco_018824
ko01100	Tco_018824
ko04020	Tco_018824
ko04070	Tco_018824
ko04919	Tco_018824
ko04933	Tco_018824
ko04742	Tco_018825
ko04960	Tco_018825
ko04742	Tco_018826
ko04960	Tco_018826
ko04150	Tco_018839
ko00010	Tco_018840
ko00030	Tco_018840
ko00052	Tco_018840
ko00230	Tco_018840
ko00500	Tco_018840
ko00520	Tco_018840
